ffmpeg version 4.2.1-tessus  https://evermeet.cx/ffmpeg/  Copyright (c) 2000-2019 the FFmpeg developers
  built with Apple LLVM version 10.0.1 (clang-1001.0.46.4)
  configuration: --cc=/usr/bin/clang --prefix=/opt/ffmpeg --extra-version=tessus --enable-avisynth --enable-fontconfig --enable-gpl --enable-libaom --enable-libass --enable-libbluray --enable-libdav1d --enable-libfreetype --enable-libgsm --enable-libmodplug --enable-libmp3lame --enable-libmysofa --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libopenh264 --enable-libopenjpeg --enable-libopus --enable-librubberband --enable-libshine --enable-libsnappy --enable-libsoxr --enable-libspeex --enable-libtheora --enable-libtwolame --enable-libvidstab --enable-libvmaf --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libwavpack --enable-libwebp --enable-libx264 --enable-libx265 --enable-libxavs --enable-libxvid --enable-libzimg --enable-libzmq --enable-libzvbi --enable-version3 --pkg-config-flags=--static --disable-ffplay
  libavutil      56. 31.100 / 56. 31.100
  libavcodec     58. 54.100 / 58. 54.100
  libavformat    58. 29.100 / 58. 29.100
  libavdevice    58.  8.100 / 58.  8.100
  libavfilter     7. 57.100 /  7. 57.100
  libswscale      5.  5.100 /  5.  5.100
  libswresample   3.  5.100 /  3.  5.100
  libpostproc    55.  5.100 / 55.  5.100
[AVFoundation input device @ 0x7f84d5f00540] Configuration of video device failed, falling back to default.
[avfoundation @ 0x7f84d7000000] Stream #0: not enough frames to estimate rate; consider increasing probesize
Input #0, avfoundation, from '1':
  Duration: N/A, start: 249679.360500, bitrate: N/A
    Stream #0:0: Video: rawvideo (UYVY / 0x59565955), uyvy422, 1920x1080, 1000k tbr, 1000k tbn, 1000k tbc
Stream mapping:
  Stream #0:0 -> #0:0 (rawvideo (native) -> h264 (libx264))
Press [q] to stop, [?] for help
[libx264 @ 0x7f84d69dd200] using cpu capabilities: MMX2 SSE2Fast SSSE3 SSE4.2 AVX
[libx264 @ 0x7f84d69dd200] profile Progressive High, level 4.0, 4:2:0, 8-bit
[libx264 @ 0x7f84d69dd200] 264 - core 157 r2969 d4099dd - H.264/MPEG-4 AVC codec - Copyleft 2003-2019 - http://www.videolan.org/x264.html - options: cabac=1 ref=3 deblock=1:0:0 analyse=0x3:0x113 me=hex subme=7 psy=1 psy_rd=1.00:0.00 mixed_ref=1 me_range=16 chroma_me=1 trellis=1 8x8dct=1 cqm=0 deadzone=21,11 fast_pskip=1 chroma_qp_offset=-2 threads=6 lookahead_threads=1 sliced_threads=0 nr=0 decimate=1 interlaced=0 bluray_compat=0 constrained_intra=0 bframes=3 b_pyramid=2 b_adapt=1 b_bias=0 direct=1 weightb=1 open_gop=0 weightp=2 keyint=250 keyint_min=25 scenecut=40 intra_refresh=0 rc_lookahead=40 rc=crf mbtree=1 crf=23.0 qcomp=0.60 qpmin=0 qpmax=69 qpstep=4 ip_ratio=1.40 aq=1:1.00
Output #0, mp4, to './mp4s/Validate_that_the_ticker_of_the_third_song_can_be_closed20200110_1051.mp4':
  Metadata:
    encoder         : Lavf58.29.100
    Stream #0:0: Video: h264 (libx264) (avc1 / 0x31637661), yuv420p, 1920x1080, q=-1--1, 30 fps, 15360 tbn, 30 tbc
    Metadata:
      encoder         : Lavc58.54.100 libx264
    Side data:
      cpb: bitrate max/min/avg: 0/0/0 buffer size: 0 vbv_delay: -1
frame=   18 fps=0.0 q=0.0 size=       0kB time=00:00:00.00 bitrate=N/A dup=0 drop=15 speed=   0x    
frame=   33 fps= 32 q=0.0 size=       0kB time=00:00:00.00 bitrate=N/A dup=0 drop=30 speed=   0x    
frame=   51 fps= 30 q=29.0 size=       0kB time=-00:00:00.06 bitrate=N/A dup=4 drop=43 speed=N/A    
frame=   68 fps= 30 q=29.0 size=       0kB time=00:00:00.50 bitrate=   0.8kbits/s dup=19 drop=43 speed=0.224x    
frame=   86 fps= 30 q=29.0 size=       0kB time=00:00:01.10 bitrate=   0.3kbits/s dup=34 drop=43 speed=0.389x    
frame=  104 fps= 30 q=29.0 size=       0kB time=00:00:01.70 bitrate=   0.2kbits/s dup=50 drop=43 speed=0.496x    
frame=  121 fps= 31 q=29.0 size=       0kB time=00:00:02.26 bitrate=   0.2kbits/s dup=54 drop=48 speed=0.574x    
frame=  137 fps= 31 q=29.0 size=       0kB time=00:00:02.80 bitrate=   0.1kbits/s dup=54 drop=64 speed=0.627x    
frame=  152 fps= 31 q=29.0 size=       0kB time=00:00:03.30 bitrate=   0.1kbits/s dup=54 drop=79 speed=0.665x    
frame=  167 fps= 30 q=29.0 size=       0kB time=00:00:03.80 bitrate=   0.1kbits/s dup=54 drop=94 speed=0.693x    
frame=  183 fps= 31 q=29.0 size=       0kB time=00:00:04.33 bitrate=   0.1kbits/s dup=54 drop=110 speed=0.723x    
frame=  198 fps= 30 q=29.0 size=       0kB time=00:00:04.83 bitrate=   0.1kbits/s dup=62 drop=110 speed=0.743x    
frame=  213 fps= 30 q=29.0 size=       0kB time=00:00:05.33 bitrate=   0.1kbits/s dup=62 drop=125 speed=0.76x    
frame=  229 fps= 30 q=29.0 size=       0kB time=00:00:05.86 bitrate=   0.1kbits/s dup=62 drop=141 speed=0.779x    
frame=  244 fps= 30 q=29.0 size=       0kB time=00:00:06.36 bitrate=   0.1kbits/s dup=62 drop=156 speed=0.792x    
frame=  259 fps= 30 q=29.0 size=       0kB time=00:00:06.86 bitrate=   0.1kbits/s dup=62 drop=168 speed=0.803x    
frame=  274 fps= 30 q=29.0 size=       0kB time=00:00:07.36 bitrate=   0.1kbits/s dup=62 drop=177 speed=0.814x    
frame=  290 fps= 30 q=29.0 size=       0kB time=00:00:07.90 bitrate=   0.0kbits/s dup=62 drop=191 speed=0.826x    
frame=  305 fps= 30 q=29.0 size=       0kB time=00:00:08.40 bitrate=   0.0kbits/s dup=62 drop=204 speed=0.834x    
frame=  320 fps= 30 q=29.0 size=       0kB time=00:00:08.90 bitrate=   0.0kbits/s dup=62 drop=219 speed=0.841x    
frame=  335 fps= 30 q=29.0 size=       0kB time=00:00:09.40 bitrate=   0.0kbits/s dup=62 drop=234 speed=0.848x    
frame=  351 fps= 30 q=29.0 size=       0kB time=00:00:09.93 bitrate=   0.0kbits/s dup=62 drop=246 speed=0.856x    
frame=  366 fps= 30 q=29.0 size=       0kB time=00:00:10.43 bitrate=   0.0kbits/s dup=62 drop=261 speed=0.862x    
frame=  381 fps= 30 q=29.0 size=       0kB time=00:00:10.93 bitrate=   0.0kbits/s dup=62 drop=276 speed=0.867x    
frame=  396 fps= 30 q=29.0 size=       0kB time=00:00:11.43 bitrate=   0.0kbits/s dup=62 drop=291 speed=0.872x    
frame=  412 fps= 30 q=29.0 size=     256kB time=00:00:11.96 bitrate= 175.3kbits/s dup=62 drop=307 speed=0.878x    
frame=  427 fps= 30 q=29.0 size=     256kB time=00:00:12.46 bitrate= 168.3kbits/s dup=62 drop=322 speed=0.881x    
frame=  442 fps= 30 q=29.0 size=     256kB time=00:00:12.96 bitrate= 161.8kbits/s dup=62 drop=333 speed=0.885x    
frame=  458 fps= 30 q=29.0 size=     256kB time=00:00:13.50 bitrate= 155.4kbits/s dup=62 drop=347 speed=0.89x    
frame=  473 fps= 30 q=29.0 size=     256kB time=00:00:14.00 bitrate= 149.8kbits/s dup=62 drop=353 speed=0.893x    
frame=  488 fps= 30 q=29.0 size=     256kB time=00:00:14.50 bitrate= 144.7kbits/s dup=62 drop=363 speed=0.896x    
frame= 1552 fps= 30 q=29.0 size=     512kB time=00:00:49.96 bitrate=  83.9kbits/s dup=502 drop=897 speed=0.967x    
frame= 1573 fps= 30 q=29.0 size=     512kB time=00:00:50.66 bitrate=  82.8kbits/s dup=521 drop=897 speed=0.967x    
frame= 1591 fps= 30 q=29.0 size=     512kB time=00:00:51.26 bitrate=  81.8kbits/s dup=530 drop=898 speed=0.969x    
frame= 1606 fps= 30 q=29.0 size=     512kB time=00:00:51.76 bitrate=  81.0kbits/s dup=530 drop=913 speed=0.969x    
frame= 1621 fps= 30 q=29.0 size=     512kB time=00:00:52.26 bitrate=  80.3kbits/s dup=530 drop=928 speed=0.969x    
frame= 1637 fps= 30 q=29.0 size=     512kB time=00:00:52.80 bitrate=  79.4kbits/s dup=530 drop=944 speed=0.97x    
frame= 1652 fps= 30 q=29.0 size=     512kB time=00:00:53.30 bitrate=  78.7kbits/s dup=530 drop=959 speed=0.97x    
frame= 1667 fps= 30 q=29.0 size=     512kB time=00:00:53.80 bitrate=  78.0kbits/s dup=530 drop=974 speed=0.97x    
frame= 1683 fps= 30 q=29.0 size=     512kB time=00:00:54.33 bitrate=  77.2kbits/s dup=530 drop=990 speed=0.97x    
frame= 1698 fps= 30 q=29.0 size=     512kB time=00:00:54.83 bitrate=  76.5kbits/s dup=530 drop=1005 speed=0.97x    
frame= 1713 fps= 30 q=29.0 size=     768kB time=00:00:55.33 bitrate= 113.7kbits/s dup=530 drop=1019 speed=0.97x    
frame= 1730 fps= 30 q=29.0 size=     768kB time=00:00:55.90 bitrate= 112.6kbits/s dup=530 drop=1027 speed=0.971x    
frame= 1745 fps= 30 q=29.0 size=     768kB time=00:00:56.40 bitrate= 111.6kbits/s dup=530 drop=1042 speed=0.971x    
frame= 1760 fps= 30 q=29.0 size=     768kB time=00:00:56.90 bitrate= 110.6kbits/s dup=530 drop=1057 speed=0.971x    
frame= 1776 fps= 30 q=29.0 size=     768kB time=00:00:57.43 bitrate= 109.6kbits/s dup=530 drop=1073 speed=0.972x    
frame= 1791 fps= 30 q=29.0 size=     768kB time=00:00:57.93 bitrate= 108.6kbits/s dup=530 drop=1088 speed=0.972x    
frame= 1806 fps= 30 q=29.0 size=     768kB time=00:00:58.43 bitrate= 107.7kbits/s dup=530 drop=1103 speed=0.972x    
frame= 1822 fps= 30 q=29.0 size=     768kB time=00:00:58.96 bitrate= 106.7kbits/s dup=530 drop=1119 speed=0.973x    
frame= 1837 fps= 30 q=29.0 size=     768kB time=00:00:59.46 bitrate= 105.8kbits/s dup=530 drop=1134 speed=0.973x    
frame= 1853 fps= 30 q=29.0 size=     768kB time=00:01:00.00 bitrate= 104.9kbits/s dup=530 drop=1150 speed=0.973x    
frame= 1868 fps= 30 q=29.0 size=     768kB time=00:01:00.50 bitrate= 104.0kbits/s dup=530 drop=1165 speed=0.973x    
frame= 1883 fps= 30 q=29.0 size=     768kB time=00:01:01.00 bitrate= 103.1kbits/s dup=530 drop=1180 speed=0.973x    
frame= 1899 fps= 30 q=29.0 size=     768kB time=00:01:01.53 bitrate= 102.3kbits/s dup=530 drop=1194 speed=0.974x    
frame= 1914 fps= 30 q=29.0 size=     768kB time=00:01:02.03 bitrate= 101.4kbits/s dup=530 drop=1209 speed=0.974x    
frame= 1929 fps= 30 q=29.0 size=     768kB time=00:01:02.53 bitrate= 100.6kbits/s dup=530 drop=1224 speed=0.974x    
frame= 1944 fps= 30 q=29.0 size=     768kB time=00:01:03.03 bitrate=  99.8kbits/s dup=530 drop=1239 speed=0.974x    
frame= 1959 fps= 30 q=29.0 size=     768kB time=00:01:03.53 bitrate=  99.0kbits/s dup=530 drop=1254 speed=0.974x    
frame= 1975 fps= 30 q=29.0 size=     768kB time=00:01:04.06 bitrate=  98.2kbits/s dup=530 drop=1270 speed=0.975x    
frame= 1990 fps= 30 q=29.0 size=     768kB time=00:01:04.56 bitrate=  97.4kbits/s dup=530 drop=1285 speed=0.975x    
frame= 2006 fps= 30 q=29.0 size=     768kB time=00:01:05.10 bitrate=  96.6kbits/s dup=530 drop=1301 speed=0.975x    
frame= 2021 fps= 30 q=29.0 size=    1024kB time=00:01:05.60 bitrate= 127.9kbits/s dup=530 drop=1316 speed=0.975x    
frame= 2036 fps= 30 q=29.0 size=    1024kB time=00:01:06.10 bitrate= 126.9kbits/s dup=530 drop=1331 speed=0.975x    
frame= 2052 fps= 30 q=29.0 size=    1024kB time=00:01:06.63 bitrate= 125.9kbits/s dup=530 drop=1347 speed=0.976x    
frame= 2067 fps= 30 q=26.0 size=    1024kB time=00:01:07.13 bitrate= 125.0kbits/s dup=530 drop=1362 speed=0.976x    
frame= 2081 fps= 30 q=29.0 size=    1024kB time=00:01:07.60 bitrate= 124.1kbits/s dup=530 drop=1371 speed=0.975x    
frame= 2097 fps= 30 q=29.0 size=    1024kB time=00:01:08.13 bitrate= 123.1kbits/s dup=531 drop=1379 speed=0.976x    
frame= 2113 fps= 30 q=29.0 size=    1024kB time=00:01:08.66 bitrate= 122.2kbits/s dup=531 drop=1395 speed=0.976x    
frame= 2128 fps= 30 q=29.0 size=    1024kB time=00:01:09.16 bitrate= 121.3kbits/s dup=531 drop=1410 speed=0.977x    
frame= 2143 fps= 30 q=29.0 size=    1024kB time=00:01:09.66 bitrate= 120.4kbits/s dup=531 drop=1425 speed=0.977x    
frame= 2159 fps= 30 q=29.0 size=    1024kB time=00:01:10.20 bitrate= 119.5kbits/s dup=531 drop=1441 speed=0.977x    
frame= 2174 fps= 30 q=29.0 size=    1024kB time=00:01:10.70 bitrate= 118.7kbits/s dup=531 drop=1456 speed=0.977x    
frame= 2189 fps= 30 q=29.0 size=    1024kB time=00:01:11.20 bitrate= 117.8kbits/s dup=531 drop=1471 speed=0.977x    
frame= 2204 fps= 30 q=29.0 size=    1024kB time=00:01:11.70 bitrate= 117.0kbits/s dup=531 drop=1486 speed=0.977x    
frame= 2219 fps= 30 q=29.0 size=    1024kB time=00:01:12.20 bitrate= 116.2kbits/s dup=531 drop=1501 speed=0.977x    
frame= 2235 fps= 30 q=29.0 size=    1024kB time=00:01:12.73 bitrate= 115.3kbits/s dup=531 drop=1517 speed=0.978x    
frame= 2250 fps= 30 q=29.0 size=    1024kB time=00:01:13.23 bitrate= 114.6kbits/s dup=531 drop=1532 speed=0.978x    
frame= 2265 fps= 30 q=29.0 size=    1024kB time=00:01:13.73 bitrate= 113.8kbits/s dup=531 drop=1547 speed=0.978x    
frame= 2281 fps= 30 q=29.0 size=    1024kB time=00:01:14.26 bitrate= 113.0kbits/s dup=531 drop=1563 speed=0.978x    
frame= 2296 fps= 30 q=29.0 size=    1024kB time=00:01:14.76 bitrate= 112.2kbits/s dup=531 drop=1578 speed=0.978x    
frame= 2312 fps= 30 q=29.0 size=    1024kB time=00:01:15.30 bitrate= 111.4kbits/s dup=531 drop=1594 speed=0.978x    
frame= 2327 fps= 30 q=29.0 size=    1280kB time=00:01:15.80 bitrate= 138.3kbits/s dup=531 drop=1609 speed=0.979x    
frame= 2342 fps= 30 q=29.0 size=    1280kB time=00:01:16.30 bitrate= 137.4kbits/s dup=531 drop=1624 speed=0.978x    
frame= 2357 fps= 30 q=29.0 size=    1280kB time=00:01:16.80 bitrate= 136.5kbits/s dup=531 drop=1639 speed=0.979x    
frame= 2373 fps= 30 q=29.0 size=    1280kB time=00:01:17.33 bitrate= 135.6kbits/s dup=531 drop=1655 speed=0.979x    
frame= 2387 fps= 30 q=29.0 size=    1280kB time=00:01:17.80 bitrate= 134.8kbits/s dup=531 drop=1666 speed=0.979x    
frame= 2403 fps= 30 q=29.0 size=    1280kB time=00:01:18.33 bitrate= 133.9kbits/s dup=531 drop=1681 speed=0.979x    
frame= 2418 fps= 30 q=29.0 size=    1280kB time=00:01:18.83 bitrate= 133.0kbits/s dup=531 drop=1696 speed=0.979x    
frame= 2433 fps= 30 q=29.0 size=    1280kB time=00:01:19.33 bitrate= 132.2kbits/s dup=531 drop=1711 speed=0.979x    
frame= 2448 fps= 30 q=29.0 size=    1280kB time=00:01:19.83 bitrate= 131.4kbits/s dup=531 drop=1726 speed=0.979x    
frame= 2463 fps= 30 q=29.0 size=    1280kB time=00:01:20.33 bitrate= 130.5kbits/s dup=531 drop=1741 speed=0.979x    
frame= 2479 fps= 30 q=29.0 size=    1280kB time=00:01:20.86 bitrate= 129.7kbits/s dup=531 drop=1757 speed=0.98x    
frame= 2494 fps= 30 q=29.0 size=    1280kB time=00:01:21.36 bitrate= 128.9kbits/s dup=531 drop=1771 speed=0.98x    
frame= 2507 fps= 30 q=29.0 size=    1280kB time=00:01:21.80 bitrate= 128.2kbits/s dup=537 drop=1773 speed=0.979x    
frame= 2525 fps= 30 q=29.0 size=    1280kB time=00:01:22.40 bitrate= 127.3kbits/s dup=539 drop=1779 speed=0.98x    
frame= 2538 fps= 30 q=29.0 size=    1280kB time=00:01:22.83 bitrate= 126.6kbits/s dup=546 drop=1779 speed=0.979x    
frame= 2553 fps= 30 q=29.0 size=    1280kB time=00:01:23.33 bitrate= 125.8kbits/s dup=558 drop=1779 speed=0.979x    
frame= 2569 fps= 30 q=29.0 size=    1280kB time=00:01:23.86 bitrate= 125.0kbits/s dup=568 drop=1779 speed=0.98x    
frame= 2586 fps= 30 q=29.0 size=    1280kB time=00:01:24.43 bitrate= 124.2kbits/s dup=583 drop=1779 speed=0.98x    
frame= 2605 fps= 30 q=29.0 size=    1280kB time=00:01:25.06 bitrate= 123.3kbits/s dup=600 drop=1779 speed=0.98x    
frame= 2642 fps= 30 q=29.0 size=    1280kB time=00:01:26.30 bitrate= 121.5kbits/s dup=635 drop=1779 speed=0.98x    
frame= 2674 fps= 30 q=29.0 size=    1280kB time=00:01:27.36 bitrate= 120.0kbits/s dup=666 drop=1779 speed=0.981x    
frame= 2715 fps= 30 q=29.0 size=    1280kB time=00:01:28.73 bitrate= 118.2kbits/s dup=706 drop=1779 speed=0.981x    
frame= 2770 fps= 30 q=29.0 size=    1280kB time=00:01:30.56 bitrate= 115.8kbits/s dup=760 drop=1779 speed=0.981x    
frame= 2820 fps= 30 q=29.0 size=    1536kB time=00:01:32.23 bitrate= 136.4kbits/s dup=809 drop=1779 speed=0.981x    
frame= 2850 fps= 30 q=29.0 size=    1536kB time=00:01:33.23 bitrate= 135.0kbits/s dup=838 drop=1779 speed=0.982x    
frame= 2868 fps= 30 q=29.0 size=    1536kB time=00:01:33.83 bitrate= 134.1kbits/s dup=854 drop=1779 speed=0.982x    
frame= 2884 fps= 30 q=29.0 size=    1536kB time=00:01:34.36 bitrate= 133.3kbits/s dup=858 drop=1780 speed=0.982x    
frame= 2900 fps= 30 q=29.0 size=    1536kB time=00:01:34.90 bitrate= 132.6kbits/s dup=858 drop=1794 speed=0.983x    
frame= 2915 fps= 30 q=29.0 size=    1536kB time=00:01:35.40 bitrate= 131.9kbits/s dup=858 drop=1809 speed=0.983x    
frame= 2931 fps= 30 q=29.0 size=    1536kB time=00:01:35.93 bitrate= 131.2kbits/s dup=858 drop=1825 speed=0.983x    
frame= 2946 fps= 30 q=29.0 size=    1536kB time=00:01:36.43 bitrate= 130.5kbits/s dup=858 drop=1840 speed=0.983x    
frame= 2961 fps= 30 q=29.0 size=    1536kB time=00:01:36.93 bitrate= 129.8kbits/s dup=858 drop=1855 speed=0.983x    
frame= 2976 fps= 30 q=29.0 size=    1536kB time=00:01:37.43 bitrate= 129.1kbits/s dup=858 drop=1870 speed=0.983x    
frame= 2991 fps= 30 q=29.0 size=    1536kB time=00:01:37.93 bitrate= 128.5kbits/s dup=858 drop=1885 speed=0.983x    
frame= 3007 fps= 30 q=29.0 size=    1536kB time=00:01:38.46 bitrate= 127.8kbits/s dup=858 drop=1901 speed=0.983x    
frame= 3022 fps= 30 q=29.0 size=    1536kB time=00:01:38.96 bitrate= 127.1kbits/s dup=858 drop=1916 speed=0.984x    
frame= 3037 fps= 30 q=29.0 size=    1536kB time=00:01:39.46 bitrate= 126.5kbits/s dup=858 drop=1930 speed=0.983x    
frame= 3053 fps= 30 q=29.0 size=    1536kB time=00:01:40.00 bitrate= 125.8kbits/s dup=858 drop=1946 speed=0.984x    
frame= 3068 fps= 30 q=29.0 size=    1536kB time=00:01:40.50 bitrate= 125.2kbits/s dup=858 drop=1961 speed=0.984x    
frame= 3083 fps= 30 q=29.0 size=    1536kB time=00:01:41.00 bitrate= 124.6kbits/s dup=858 drop=1976 speed=0.984x    
frame= 3098 fps= 30 q=29.0 size=    1536kB time=00:01:41.50 bitrate= 124.0kbits/s dup=858 drop=1990 speed=0.984x    
frame= 3113 fps= 30 q=29.0 size=    1536kB time=00:01:42.00 bitrate= 123.4kbits/s dup=858 drop=2005 speed=0.984x    
frame= 3129 fps= 30 q=29.0 size=    1536kB time=00:01:42.53 bitrate= 122.7kbits/s dup=858 drop=2020 speed=0.984x    
frame= 3144 fps= 30 q=29.0 size=    1536kB time=00:01:43.03 bitrate= 122.1kbits/s dup=858 drop=2035 speed=0.984x    
frame= 3159 fps= 30 q=29.0 size=    1536kB time=00:01:43.53 bitrate= 121.5kbits/s dup=858 drop=2050 speed=0.984x    
frame= 3174 fps= 30 q=29.0 size=    1536kB time=00:01:44.03 bitrate= 121.0kbits/s dup=858 drop=2065 speed=0.984x    
frame= 3190 fps= 30 q=29.0 size=    1536kB time=00:01:44.56 bitrate= 120.3kbits/s dup=858 drop=2081 speed=0.984x    
frame= 3205 fps= 30 q=29.0 size=    1536kB time=00:01:45.06 bitrate= 119.8kbits/s dup=858 drop=2095 speed=0.984x    
frame= 3220 fps= 30 q=29.0 size=    1536kB time=00:01:45.56 bitrate= 119.2kbits/s dup=858 drop=2109 speed=0.984x    
frame= 3236 fps= 30 q=29.0 size=    1536kB time=00:01:46.10 bitrate= 118.6kbits/s dup=858 drop=2125 speed=0.985x    
frame= 3251 fps= 30 q=29.0 size=    1536kB time=00:01:46.60 bitrate= 118.0kbits/s dup=858 drop=2139 speed=0.985x    
frame= 3267 fps= 30 q=29.0 size=    1536kB time=00:01:47.13 bitrate= 117.5kbits/s dup=858 drop=2154 speed=0.985x    
frame= 3282 fps= 30 q=29.0 size=    1536kB time=00:01:47.63 bitrate= 116.9kbits/s dup=858 drop=2169 speed=0.985x    
frame= 3297 fps= 30 q=29.0 size=    1792kB time=00:01:48.13 bitrate= 135.8kbits/s dup=858 drop=2184 speed=0.985x    
frame= 3312 fps= 30 q=29.0 size=    1792kB time=00:01:48.63 bitrate= 135.1kbits/s dup=858 drop=2199 speed=0.985x    
frame= 3328 fps= 30 q=29.0 size=    1792kB time=00:01:49.16 bitrate= 134.5kbits/s dup=858 drop=2215 speed=0.985x    
frame= 3343 fps= 30 q=29.0 size=    1792kB time=00:01:49.66 bitrate= 133.9kbits/s dup=858 drop=2230 speed=0.985x    
frame= 3358 fps= 30 q=29.0 size=    1792kB time=00:01:50.16 bitrate= 133.3kbits/s dup=858 drop=2245 speed=0.985x    
frame= 3373 fps= 30 q=29.0 size=    1792kB time=00:01:50.66 bitrate= 132.7kbits/s dup=858 drop=2260 speed=0.985x    
frame= 3389 fps= 30 q=29.0 size=    1792kB time=00:01:51.20 bitrate= 132.0kbits/s dup=858 drop=2276 speed=0.985x    
frame= 3404 fps= 30 q=29.0 size=    1792kB time=00:01:51.70 bitrate= 131.4kbits/s dup=858 drop=2291 speed=0.985x    
frame= 3420 fps= 30 q=29.0 size=    1792kB time=00:01:52.23 bitrate= 130.8kbits/s dup=858 drop=2307 speed=0.985x    
frame= 3435 fps= 30 q=29.0 size=    1792kB time=00:01:52.73 bitrate= 130.2kbits/s dup=858 drop=2322 speed=0.986x    
frame= 3450 fps= 30 q=29.0 size=    1792kB time=00:01:53.23 bitrate= 129.6kbits/s dup=858 drop=2337 speed=0.985x    
frame= 3465 fps= 30 q=29.0 size=    1792kB time=00:01:53.73 bitrate= 129.1kbits/s dup=858 drop=2348 speed=0.985x    
frame= 3481 fps= 30 q=29.0 size=    1792kB time=00:01:54.26 bitrate= 128.5kbits/s dup=858 drop=2358 speed=0.986x    
frame= 3497 fps= 30 q=29.0 size=    1792kB time=00:01:54.80 bitrate= 127.9kbits/s dup=858 drop=2374 speed=0.986x    
frame= 3512 fps= 30 q=29.0 size=    1792kB time=00:01:55.30 bitrate= 127.3kbits/s dup=858 drop=2389 speed=0.986x    
frame= 3527 fps= 30 q=29.0 size=    1792kB time=00:01:55.80 bitrate= 126.8kbits/s dup=858 drop=2404 speed=0.986x    
frame= 3542 fps= 30 q=29.0 size=    2048kB time=00:01:56.30 bitrate= 144.3kbits/s dup=858 drop=2419 speed=0.986x    
frame= 3558 fps= 30 q=29.0 size=    2048kB time=00:01:56.83 bitrate= 143.6kbits/s dup=858 drop=2435 speed=0.986x    
frame= 3573 fps= 30 q=29.0 size=    2048kB time=00:01:57.33 bitrate= 143.0kbits/s dup=858 drop=2450 speed=0.986x    
frame= 3588 fps= 30 q=29.0 size=    2048kB time=00:01:57.83 bitrate= 142.4kbits/s dup=858 drop=2465 speed=0.986x    
frame= 3603 fps= 30 q=29.0 size=    2048kB time=00:01:58.33 bitrate= 141.8kbits/s dup=858 drop=2480 speed=0.986x    
frame= 3619 fps= 30 q=29.0 size=    2048kB time=00:01:58.86 bitrate= 141.1kbits/s dup=858 drop=2496 speed=0.986x    
frame= 3634 fps= 30 q=29.0 size=    2048kB time=00:01:59.36 bitrate= 140.6kbits/s dup=858 drop=2511 speed=0.986x    
frame= 3650 fps= 30 q=29.0 size=    2048kB time=00:01:59.90 bitrate= 139.9kbits/s dup=858 drop=2527 speed=0.986x    
frame= 3665 fps= 30 q=29.0 size=    2048kB time=00:02:00.40 bitrate= 139.3kbits/s dup=858 drop=2542 speed=0.986x    
frame= 3680 fps= 30 q=29.0 size=    2048kB time=00:02:00.90 bitrate= 138.8kbits/s dup=858 drop=2557 speed=0.986x    
frame= 3696 fps= 30 q=29.0 size=    2048kB time=00:02:01.43 bitrate= 138.2kbits/s dup=858 drop=2573 speed=0.987x    
frame= 3711 fps= 30 q=29.0 size=    2048kB time=00:02:01.93 bitrate= 137.6kbits/s dup=858 drop=2588 speed=0.987x    
frame= 3726 fps= 30 q=29.0 size=    2048kB time=00:02:02.43 bitrate= 137.0kbits/s dup=858 drop=2603 speed=0.987x    
frame= 3741 fps= 30 q=29.0 size=    2048kB time=00:02:02.93 bitrate= 136.5kbits/s dup=858 drop=2618 speed=0.987x    
frame= 3756 fps= 30 q=29.0 size=    2048kB time=00:02:03.43 bitrate= 135.9kbits/s dup=858 drop=2633 speed=0.987x    
frame= 3772 fps= 30 q=29.0 size=    2048kB time=00:02:03.96 bitrate= 135.3kbits/s dup=858 drop=2649 speed=0.987x    
frame= 3787 fps= 30 q=29.0 size=    2048kB time=00:02:04.46 bitrate= 134.8kbits/s dup=858 drop=2664 speed=0.987x    
frame= 3802 fps= 30 q=29.0 size=    2048kB time=00:02:04.96 bitrate= 134.3kbits/s dup=858 drop=2679 speed=0.987x    
frame= 3817 fps= 30 q=29.0 size=    2048kB time=00:02:05.46 bitrate= 133.7kbits/s dup=858 drop=2694 speed=0.987x    
frame= 3831 fps= 30 q=29.0 size=    2048kB time=00:02:05.93 bitrate= 133.2kbits/s dup=858 drop=2708 speed=0.987x    
frame= 3848 fps= 30 q=29.0 size=    2048kB time=00:02:06.50 bitrate= 132.6kbits/s dup=858 drop=2714 speed=0.987x    
frame= 3863 fps= 30 q=29.0 size=    2048kB time=00:02:07.00 bitrate= 132.1kbits/s dup=858 drop=2729 speed=0.987x    
frame= 3879 fps= 30 q=29.0 size=    2048kB time=00:02:07.53 bitrate= 131.6kbits/s dup=858 drop=2745 speed=0.987x    
frame= 3894 fps= 30 q=29.0 size=    2304kB time=00:02:08.03 bitrate= 147.4kbits/s dup=858 drop=2760 speed=0.987x    
frame= 3909 fps= 30 q=29.0 size=    2304kB time=00:02:08.53 bitrate= 146.8kbits/s dup=858 drop=2775 speed=0.987x    
frame= 3924 fps= 30 q=29.0 size=    2304kB time=00:02:09.03 bitrate= 146.3kbits/s dup=858 drop=2790 speed=0.987x    
frame= 3940 fps= 30 q=29.0 size=    2304kB time=00:02:09.56 bitrate= 145.7kbits/s dup=858 drop=2806 speed=0.987x    
